PipeAge,PipeDiameter,PipeLength,PipeBreakage,PipeWallLos,ExpectedPipeAge,Material_CI,Material_Concrete,Material_Ductile Iron,Material_PVC,Material_Polyethene,Material_Steel,PipeRUL
70,539,1409.41175,479.7957988,1,130,0,0,0,0,1,0,28
82,1084,2402.640321,541.0685954,25,118,1,0,0,0,0,0,5
21,1139,867.1571776,676.1589181,44,179,1,0,0,0,0,0,8
37,2762,6293.678883,953.4058092,31,163,1,0,0,0,0,0,40
37,1115,2729.356051,335.2492851,20,163,0,0,0,0,0,0,40
9,2640,6259.367509,186.2218337,43,191,1,0,0,0,0,0,30
42,3807,2215.117265,407.3222332,38,158,1,0,0,0,0,0,17
42,2196,1451.082672,757.6053634,24,158,1,0,0,0,0,0,4
145,3684,3721.809999,1082.728416,28,55,1,0,0,0,0,0,31
117,1154,4058.56061,684.9901582,42,83,1,0,0,0,0,0,18
112,2916,6046.502838,162.0663179,3,88,0,0,0,0,1,0,5
73,3305,1547.063838,752.1448833,15,127,0,1,0,0,0,0,5
124,1499,5181.979636,887.8961824,26,76,1,0,0,0,0,0,27
144,1185,3238.835152,56.93308368,19,56,0,0,0,0,0,0,7
37,1897,6375.062466,386.3860858,39,163,1,0,0,0,0,0,40
90,2352,688.2686226,601.6156128,30,110,1,0,0,0,0,0,11
152,2393,4386.342457,268.6040114,15,48,0,1,0,0,0,0,44
30,1866,3736.675956,251.9766957,27,170,1,0,0,0,0,0,1
76,846,4895.402333,158.2788834,10,124,0,0,0,1,0,0,9
23,2148,1076.447314,558.2877774,23,177,1,0,0,0,0,0,27
118,560,1834.023052,958.1692636,37,82,1,0,0,0,0,0,5
78,3350,5945.007206,205.4653447,13,122,0,1,0,0,0,0,2
106,2102,2739.583069,224.5505306,21,94,1,0,0,0,0,0,4
104,1812,6216.307581,27.48015727,23,96,1,0,0,0,0,0,38
15,182,3809.325459,1091.245975,12,185,0,1,0,0,0,0,21
117,1490,1389.553874,657.9290296,41,83,1,0,0,0,0,0,20
145,3665,4789.64798,973.1225318,34,55,1,0,0,0,0,0,7
41,781,1819.139304,952.3420758,44,159,1,0,0,0,0,0,33
96,3843,5529.674797,400.6355939,3,104,0,0,0,0,1,0,44
135,314,5746.775612,488.6794671,4,65,0,0,1,0,0,0,24
38,2721,4893.242435,40.04418722,5,162,0,0,1,0,0,0,16
77,2408,4084.548924,587.6115004,5,123,0,0,1,0,0,0,22
53,1256,4211.312323,272.0332501,43,147,1,0,0,0,0,0,26
111,3037,2097.413959,225.6748162,39,89,1,0,0,0,0,0,36
75,2648,1085.39018,627.3368136,23,125,1,0,0,0,0,0,39
122,1701,390.2021535,203.1825636,21,78,1,0,0,0,0,0,33
39,928,1855.463542,333.6633178,1,161,0,0,0,0,1,0,30
5,2334,550.1825614,1003.590757,35,195,1,0,0,0,0,0,27
76,2106,5531.046296,450.9783119,29,124,1,0,0,0,0,0,23
21,3492,323.2326835,25.24660354,1,179,0,0,0,0,1,0,9
8,3305,5014.876436,457.0638703,8,192,0,0,0,0,0,1,23
87,188,6123.140589,453.2546434,31,113,1,0,0,0,0,0,17
118,2244,4945.536709,287.3782701,27,82,1,0,0,0,0,0,30
118,3743,150.2479037,142.9135935,20,82,0,0,0,0,0,0,9
13,3292,2373.06696,474.3414885,26,187,1,0,0,0,0,0,32
64,566,6441.491617,579.1343364,38,136,1,0,0,0,0,0,43
96,1508,1843.312264,731.5064191,24,104,1,0,0,0,0,0,35
28,2494,3058.08887,505.8534998,35,172,1,0,0,0,0,0,15
2,3214,2571.703794,518.2241984,44,198,1,0,0,0,0,0,15
140,1205,3381.390539,84.40412725,24,60,1,0,0,0,0,0,19
135,2107,5193.549919,33.87438302,26,65,1,0,0,0,0,0,31
92,3038,704.0100187,899.9267364,44,108,1,0,0,0,0,0,27
113,3408,3461.1354,936.8882016,38,87,1,0,0,0,0,0,8
59,2688,2710.201908,362.1447591,19,141,0,0,0,0,0,0,5
30,3772,3757.194981,122.0687481,4,170,0,0,1,0,0,0,29
76,1773,2151.145366,625.5043157,25,124,1,0,0,0,0,0,13
92,2041,2424.135018,327.1924998,40,108,1,0,0,0,0,0,11
94,2445,21.20140187,640.8287581,7,106,0,0,0,0,0,1,20
23,3186,2497.683916,383.6872983,29,177,1,0,0,0,0,0,7
82,658,600.0083043,1040.588908,15,118,0,1,0,0,0,0,25
140,2161,4021.960154,384.4176404,19,60,0,0,0,0,0,0,26
28,2317,3894.703942,142.0974304,44,172,1,0,0,0,0,0,41
129,2858,2844.725923,781.5736283,12,71,0,1,0,0,0,0,18
124,3695,3096.185655,1094.049271,8,76,0,0,0,0,0,1,21
149,1970,937.1153644,256.6049037,21,51,1,0,0,0,0,0,19
43,1372,5058.069516,46.79812929,24,157,1,0,0,0,0,0,16
52,1530,3020.504909,665.3957446,26,148,1,0,0,0,0,0,10
5,350,3336.134174,849.3494455,7,195,0,0,0,0,0,1,12
20,205,817.7260348,973.7589357,10,180,0,0,0,1,0,0,10
103,1464,537.6126335,13.03794157,37,97,1,0,0,0,0,0,18
130,2702,5810.638067,857.9188642,7,70,0,0,0,0,0,1,36
82,336,5767.281639,819.9060673,30,118,1,0,0,0,0,0,28
139,1947,4927.756521,761.0419558,31,61,1,0,0,0,0,0,44
51,2066,1400.141644,153.015486,27,149,1,0,0,0,0,0,27
1,1596,1034.557344,198.2536922,42,199,1,0,0,0,0,0,13
21,3664,4208.664683,318.2096285,36,179,1,0,0,0,0,0,13
23,3186,6225.227586,451.973837,30,177,1,0,0,0,0,0,37
144,2681,267.4772169,1079.521852,33,56,1,0,0,0,0,0,22
81,2661,5328.178074,74.24036218,44,119,1,0,0,0,0,0,26
27,1884,5059.279952,154.3935957,14,173,0,1,0,0,0,0,35
102,3410,1736.55817,257.9127126,16,98,0,0,0,0,0,0,28
42,3656,1226.783664,590.7615092,30,158,1,0,0,0,0,0,38
109,400,2662.923535,115.2350984,40,91,1,0,0,0,0,0,13
136,2347,6240.040467,344.0245847,1,64,0,0,0,0,1,0,17
16,2279,4593.458433,566.1701572,25,184,1,0,0,0,0,0,6
140,338,305.2754774,271.8621265,35,60,1,0,0,0,0,0,30
86,2478,2181.242939,830.0436642,26,114,1,0,0,0,0,0,7
149,1198,804.0746345,803.3092452,7,51,0,0,0,0,0,1,43
48,1484,4707.357841,425.7857705,10,152,0,0,0,1,0,0,37
76,1813,619.343875,684.1349363,27,124,1,0,0,0,0,0,43
25,2785,5244.981628,276.7822069,17,175,0,0,0,0,0,0,9
31,3544,4277.694137,466.1395254,7,169,0,0,0,0,0,1,15
24,3480,6236.240348,274.8419727,44,176,1,0,0,0,0,0,31
29,1177,2018.901558,666.5334144,35,171,1,0,0,0,0,0,19
7,2971,4648.584803,229.615761,20,193,0,0,0,0,0,0,25
39,244,451.5267036,915.3219653,12,161,0,1,0,0,0,0,1
87,3649,1329.541626,624.4527478,19,113,0,0,0,0,0,0,29
82,3444,3481.024357,177.966016,33,118,1,0,0,0,0,0,22
52,3786,5010.607703,216.3427431,9,148,0,0,0,1,0,0,37
60,989,485.5345483,47.36887667,3,140,0,0,0,0,1,0,7
28,3017,4201.793696,883.8909716,40,172,1,0,0,0,0,0,36
55,712,1431.077845,1087.016366,37,145,1,0,0,0,0,0,28
13,3355,672.7909012,1084.710314,41,187,1,0,0,0,0,0,28
125,1831,5875.620371,144.9449523,23,75,1,0,0,0,0,0,8
5,47,3200.505356,177.95456,41,195,1,0,0,0,0,0,16
15,3680,4091.378298,510.570346,36,185,1,0,0,0,0,0,20
26,3641,705.6016578,1045.572768,12,174,0,1,0,0,0,0,14
137,3529,1512.847148,877.8165284,5,63,0,0,1,0,0,0,35
83,2660,3891.043076,676.0316799,15,117,0,1,0,0,0,0,28
25,2776,2923.09115,108.3501153,7,175,0,0,0,0,0,1,41
151,3493,3184.589414,502.5000502,35,49,1,0,0,0,0,0,41
38,2239,5909.239045,40.53147708,20,162,0,0,0,0,0,0,32
143,3298,5925.600964,301.178239,41,57,1,0,0,0,0,0,41
120,2292,178.9462188,710.265763,18,80,0,0,0,0,0,0,33
22,2911,2714.441161,1056.949489,15,178,0,1,0,0,0,0,22
4,2500,788.0517821,107.2117014,3,196,0,0,0,0,1,0,42
99,2998,6053.599449,540.9217402,15,101,0,1,0,0,0,0,24
85,1549,900.7707529,495.3455897,5,115,0,0,1,0,0,0,17
103,826,3658.033932,391.5150937,25,97,1,0,0,0,0,0,20
71,2488,4437.628296,929.5798612,16,129,0,0,0,0,0,0,30
37,1092,923.8376328,417.9701058,4,163,0,0,1,0,0,0,9
24,2256,5682.543712,290.3763526,42,176,1,0,0,0,0,0,26
32,1893,1417.738296,152.1854158,30,168,1,0,0,0,0,0,34
90,2586,2920.281007,466.755267,18,110,0,0,0,0,0,0,43
93,84,2159.864313,167.1347074,5,107,0,0,1,0,0,0,26
145,1057,958.1242758,466.8723418,3,55,0,0,0,0,1,0,2
142,3310,5643.890827,952.4594283,43,58,1,0,0,0,0,0,26
33,1827,575.472609,736.8543679,21,167,1,0,0,0,0,0,10
132,1153,5100.581643,574.5136619,16,68,0,0,0,0,0,0,20
92,1555,1967.779953,601.6894149,13,108,0,1,0,0,0,0,20
18,2300,1361.350716,617.2871435,26,182,1,0,0,0,0,0,3
67,737,6230.102388,388.0264563,27,133,1,0,0,0,0,0,30
31,3713,2708.806225,596.7844354,41,169,1,0,0,0,0,0,41
76,2745,1205.106573,999.2787683,36,124,1,0,0,0,0,0,1
135,1769,5796.288151,597.4576588,10,65,0,0,0,1,0,0,23
81,1775,2040.344527,998.1660445,10,119,0,0,0,1,0,0,17
11,1052,1458.365994,806.1018696,11,189,0,1,0,0,0,0,44
120,3714,1141.83373,409.3227784,13,80,0,1,0,0,0,0,25
142,2895,2759.703446,350.3905176,1,58,0,0,0,0,1,0,14
37,712,4292.897019,97.18926152,23,163,1,0,0,0,0,0,3
44,2649,3087.096585,828.2548848,3,156,0,0,0,0,1,0,9
62,3618,1358.166553,607.475628,13,138,0,1,0,0,0,0,10
110,1701,1185.954858,300.3377487,3,90,0,0,0,0,1,0,28
75,1792,6289.446938,459.5043431,30,125,1,0,0,0,0,0,16
80,911,775.8063895,971.3376884,23,120,1,0,0,0,0,0,6
41,1010,4166.431446,125.1885896,31,159,1,0,0,0,0,0,15
87,1524,479.3955775,116.0819914,33,113,1,0,0,0,0,0,2
133,904,5843.251679,405.3011237,31,67,1,0,0,0,0,0,13
10,1793,6259.848186,53.59896106,25,190,1,0,0,0,0,0,8
140,623,1341.3748,313.9503165,24,60,1,0,0,0,0,0,4
54,779,5454.884667,764.9525896,9,146,0,0,0,1,0,0,2
92,1035,344.9662106,225.2616239,40,108,1,0,0,0,0,0,6
38,1694,6417.682929,708.950102,33,162,1,0,0,0,0,0,15
48,1733,4460.606236,918.7794217,35,152,1,0,0,0,0,0,33
70,1276,2814.81684,85.56753496,28,130,1,0,0,0,0,0,7
151,1620,410.656264,559.2278924,12,49,0,1,0,0,0,0,2
102,62,5842.985193,931.4475273,30,98,1,0,0,0,0,0,6
100,1126,1905.864801,499.5760424,5,100,0,0,1,0,0,0,34
12,778,3914.856955,554.9169056,14,188,0,1,0,0,0,0,37
112,2514,115.9196574,693.615242,24,88,1,0,0,0,0,0,30
107,3083,354.2169789,214.1517515,23,93,1,0,0,0,0,0,14
111,2142,3597.414939,79.79733442,23,89,1,0,0,0,0,0,43
72,2746,4125.185097,854.5898607,15,128,0,1,0,0,0,0,7
138,2401,3945.022106,270.8596671,10,62,0,0,0,1,0,0,31
113,3027,4397.316529,12.97686702,33,87,1,0,0,0,0,0,20
54,627,4993.920316,702.975896,20,146,0,0,0,0,0,0,44
131,1707,4680.391638,1036.01666,8,69,0,0,0,0,0,1,10
37,2034,6536.04621,998.7042085,29,163,1,0,0,0,0,0,34
53,2511,3165.741036,884.1787052,31,147,1,0,0,0,0,0,13
123,2558,1599.136937,917.7821376,28,77,1,0,0,0,0,0,21
8,383,3684.098413,111.8750198,37,192,1,0,0,0,0,0,21
130,363,1387.371324,446.6678019,34,70,1,0,0,0,0,0,29
74,3841,2102.718191,512.8065288,40,126,1,0,0,0,0,0,33
17,681,4667.02503,842.3544136,27,183,1,0,0,0,0,0,3
92,2309,2321.940942,1028.324979,32,108,1,0,0,0,0,0,2
102,3179,5810.251447,958.4833537,35,98,1,0,0,0,0,0,39
65,3323,3328.644897,497.0467622,36,135,1,0,0,0,0,0,12
79,3881,4740.053597,1048.065901,23,121,1,0,0,0,0,0,1
135,2688,4594.483696,445.0351939,44,65,1,0,0,0,0,0,43
98,2890,4848.357894,752.1814879,12,102,0,1,0,0,0,0,18
89,3319,4430.159959,342.062948,22,111,1,0,0,0,0,0,5
108,312,112.469296,528.1507187,22,92,1,0,0,0,0,0,39
14,3055,5270.660302,380.6109276,4,186,0,0,1,0,0,0,21
116,3840,4788.731565,538.2971144,16,84,0,0,0,0,0,0,16
45,2395,6198.699547,37.33927167,28,155,1,0,0,0,0,0,11
142,2792,1054.029864,361.4465711,9,58,0,0,0,1,0,0,24
133,2610,2295.846738,877.4706255,24,67,1,0,0,0,0,0,42
90,61,291.0221978,650.5804098,10,110,0,0,0,1,0,0,5
148,282,5420.601048,701.0164997,30,52,1,0,0,0,0,0,32
119,586,4649.198154,291.4482979,4,81,0,0,1,0,0,0,13
63,2688,4394.000087,72.659305,21,137,1,0,0,0,0,0,43
98,2606,4225.584063,370.0519365,26,102,1,0,0,0,0,0,5
10,2281,134.0175125,113.5325715,21,190,1,0,0,0,0,0,8
91,2891,5169.214268,424.8892362,8,109,0,0,0,0,0,1,5
74,2211,5298.17151,1023.522259,32,126,1,0,0,0,0,0,36
27,95,4511.364498,46.45033992,8,173,0,0,0,0,0,1,11
50,1095,5128.879294,600.339749,40,150,1,0,0,0,0,0,29
105,3324,5291.059294,280.6952326,41,95,1,0,0,0,0,0,13
50,2171,6027.674047,1012.522647,12,150,0,1,0,0,0,0,25
32,2533,6013.930768,867.1175593,33,168,1,0,0,0,0,0,35
77,1684,2627.670942,596.8088647,23,123,1,0,0,0,0,0,23
50,1681,3053.543483,364.4141878,2,150,0,0,0,0,1,0,35
121,807,1355.348748,423.1688292,18,79,0,0,0,0,0,0,31
96,2096,6235.646768,1055.01074,44,104,1,0,0,0,0,0,24
127,1205,3884.810825,181.2669092,18,73,0,0,0,0,0,0,7
93,2920,3567.442522,768.2558772,40,107,1,0,0,0,0,0,1
12,1921,6287.22652,278.1778919,40,188,1,0,0,0,0,0,22
39,3001,4095.243022,88.72883374,15,161,0,1,0,0,0,0,14
139,2978,711.6623306,996.3122977,30,61,1,0,0,0,0,0,29
96,1065,108.0569842,858.1089299,31,104,1,0,0,0,0,0,29
21,1449,3441.668149,655.2717589,40,179,1,0,0,0,0,0,30
21,1153,1287.586979,270.9055834,1,179,0,0,0,0,1,0,41
23,437,2946.680022,420.4083061,28,177,1,0,0,0,0,0,20
127,847,2092.521876,179.0176834,27,73,1,0,0,0,0,0,21
130,3258,135.5719108,736.9759612,29,70,1,0,0,0,0,0,38
137,1474,2592.849272,672.5882498,9,63,0,0,0,1,0,0,29
51,3176,112.333574,1021.040482,31,149,1,0,0,0,0,0,42
7,205,1096.230277,51.61530774,26,193,1,0,0,0,0,0,13
67,1924,2081.070367,848.8884896,36,133,1,0,0,0,0,0,7
110,3390,2013.165708,1048.7266,41,90,1,0,0,0,0,0,2
93,2366,3838.672651,46.15935055,14,107,0,1,0,0,0,0,6
95,193,2555.386829,1005.717019,38,105,1,0,0,0,0,0,30
59,1813,425.9594013,640.8522214,3,141,0,0,0,0,1,0,31
14,268,1309.14469,918.2591333,21,186,1,0,0,0,0,0,25
129,1894,1680.461448,446.8541814,41,71,1,0,0,0,0,0,38
71,1341,1628.851124,200.3468762,36,129,1,0,0,0,0,0,25
151,154,3882.059632,707.499982,15,49,0,1,0,0,0,0,42
135,2806,4323.103374,828.9831246,20,65,0,0,0,0,0,0,34
18,714,20.66250894,84.00527333,31,182,1,0,0,0,0,0,14
97,3177,5049.381342,384.1313803,15,103,0,1,0,0,0,0,5
88,1158,2164.0759,883.8337722,1,112,0,0,0,0,1,0,1
36,1987,3910.82455,1009.819048,26,164,1,0,0,0,0,0,14
79,1093,3079.470296,15.64054377,5,121,0,0,1,0,0,0,19
143,639,4762.050837,550.5175753,14,57,0,1,0,0,0,0,13
23,2161,4362.695283,1031.319251,38,177,1,0,0,0,0,0,15
43,204,138.9819125,143.6944625,30,157,1,0,0,0,0,0,42
83,2838,5208.435737,580.8105646,42,117,1,0,0,0,0,0,41
95,73,3295.206189,359.5518725,34,105,1,0,0,0,0,0,41
93,3837,1129.514487,296.3108552,38,107,1,0,0,0,0,0,33
22,3199,793.1277193,493.7998314,18,178,0,0,0,0,0,0,22
69,2573,4246.520809,1047.382164,20,131,0,0,0,0,0,0,34
40,3232,2176.447155,47.35834995,22,160,1,0,0,0,0,0,10
3,522,4474.406681,748.0633835,5,197,0,0,1,0,0,0,13
144,3072,3218.745796,540.0038401,1,56,0,0,0,0,1,0,13
87,1743,1802.530489,422.7687985,4,113,0,0,1,0,0,0,13
14,191,2381.137599,61.21437528,5,186,0,0,1,0,0,0,31
52,71,5074.938548,185.5105989,27,148,1,0,0,0,0,0,28
141,3807,3950.756181,53.33379924,41,59,1,0,0,0,0,0,29
77,2913,6464.332367,521.3018963,30,123,1,0,0,0,0,0,16
128,283,2253.151997,180.9209214,21,72,1,0,0,0,0,0,26
19,2909,1175.119002,33.96856412,24,181,1,0,0,0,0,0,39
66,532,1693.526906,752.6335941,29,134,1,0,0,0,0,0,34
117,3272,3414.667999,1096.563257,4,83,0,0,1,0,0,0,19
80,229,1126.245468,134.7607858,34,120,1,0,0,0,0,0,43
5,1385,6325.600388,561.3852697,10,195,0,0,0,1,0,0,10
81,2595,5282.35865,476.0978614,10,119,0,0,0,1,0,0,42
14,1104,2855.037214,251.7735645,22,186,1,0,0,0,0,0,39
120,326,1827.292472,123.9224349,2,80,0,0,0,0,1,0,30
39,2265,5675.37536,924.7293521,3,161,0,0,0,0,1,0,31
143,1246,5018.891349,560.4890293,2,57,0,0,0,0,1,0,29
4,2683,6111.747475,848.4359316,6,196,0,0,0,0,0,1,33
59,3567,3814.139018,956.4187061,39,141,1,0,0,0,0,0,18
115,2734,389.420016,404.3596473,30,85,1,0,0,0,0,0,1
127,2580,4829.534658,558.2215645,44,73,1,0,0,0,0,0,10
143,122,6379.230247,727.7771909,18,57,0,0,0,0,0,0,32
82,1429,4456.609328,235.6457665,33,118,1,0,0,0,0,0,44
112,3724,2712.773756,683.7956509,38,88,1,0,0,0,0,0,1
130,1238,1047.463223,830.1656849,37,70,1,0,0,0,0,0,29
28,863,3952.744087,829.4550525,6,172,0,0,0,0,0,1,13
59,97,3813.274898,0.284159031,19,141,0,0,0,0,0,0,36
70,932,4173.347698,1055.199352,4,130,0,0,1,0,0,0,15
27,119,1896.882386,230.805206,39,173,1,0,0,0,0,0,38
15,515,5224.949978,1047.448359,27,185,1,0,0,0,0,0,19
82,2917,2865.678177,234.0977149,28,118,1,0,0,0,0,0,27
47,1269,1102.950662,680.6934428,13,153,0,1,0,0,0,0,37
99,998,438.3770311,972.9908828,2,101,0,0,0,0,1,0,44
114,1167,1813.168746,219.5926951,13,86,0,1,0,0,0,0,23
64,2474,3551.014644,716.3480626,12,136,0,1,0,0,0,0,44
86,3346,5017.843536,253.7943802,10,114,0,0,0,1,0,0,37
29,1338,4949.777555,621.4000683,12,171,0,1,0,0,0,0,21
152,3016,5488.592566,911.6294972,5,48,0,0,1,0,0,0,28
44,2831,5328.128029,872.7438061,4,156,0,0,1,0,0,0,12
148,3177,2557.166745,209.5114556,43,52,1,0,0,0,0,0,1
68,3652,4608.255994,1016.155675,37,132,1,0,0,0,0,0,10
52,2866,2924.790748,535.0333416,27,148,1,0,0,0,0,0,34
72,1908,6044.053298,522.9675525,43,128,1,0,0,0,0,0,31
135,1063,1511.351125,794.0286722,31,65,1,0,0,0,0,0,22
114,3034,941.0916579,915.8415336,10,86,0,0,0,1,0,0,43
144,3464,2944.064156,457.9911435,28,56,1,0,0,0,0,0,29
39,3009,3585.663092,22.14493218,4,161,0,0,1,0,0,0,29
26,3026,3452.60224,96.8880022,29,174,1,0,0,0,0,0,39
40,2387,844.8971396,595.5316112,16,160,0,0,0,0,0,0,35
4,3564,1254.687615,962.4718082,34,196,1,0,0,0,0,0,1
148,1622,3964.807806,669.7194424,22,52,1,0,0,0,0,0,14
114,2108,3047.306117,1060.557126,41,86,1,0,0,0,0,0,3
83,1713,5023.005814,413.2138276,17,117,0,0,0,0,0,0,31
13,1566,5355.913782,11.55497886,8,187,0,0,0,0,0,1,1
132,2425,61.89405091,835.2441039,6,68,0,0,0,0,0,1,12
78,3082,3852.706514,394.5918481,2,122,0,0,0,0,1,0,24
86,2339,4387.904497,415.2496007,38,114,1,0,0,0,0,0,17
44,3753,5791.18884,813.7394158,1,156,0,0,0,0,1,0,42
142,2213,2439.995852,992.5807898,19,58,0,0,0,0,0,0,24
109,206,5846.725844,146.5856943,30,91,1,0,0,0,0,0,41
77,2619,3035.830947,1064.767904,9,123,0,0,0,1,0,0,13
84,3678,1440.923229,884.6978567,9,116,0,0,0,1,0,0,17
28,2749,4161.164158,107.9442841,35,172,1,0,0,0,0,0,26
127,3110,6300.623741,122.0024185,5,73,0,0,1,0,0,0,6
52,3454,4877.638403,861.5841591,4,148,0,0,1,0,0,0,33
118,761,4384.96415,138.5296723,32,82,1,0,0,0,0,0,23
109,3148,3372.660083,966.3364576,20,91,0,0,0,0,0,0,24
131,2366,5398.193931,58.97200567,41,69,1,0,0,0,0,0,6
97,1720,500.824332,844.2262127,13,103,0,1,0,0,0,0,36
59,3665,4298.517177,67.14457848,36,141,1,0,0,0,0,0,37
76,2824,4136.452275,502.9242258,24,124,1,0,0,0,0,0,11
106,3660,1613.565963,1033.000666,1,94,0,0,0,0,1,0,11
34,1019,1175.699612,255.1634195,11,166,0,1,0,0,0,0,28
91,3305,4807.102136,311.7943741,2,109,0,0,0,0,1,0,20
140,3440,3709.124737,290.8079949,15,60,0,1,0,0,0,0,29
110,1305,5242.889261,993.3133196,37,90,1,0,0,0,0,0,25
74,2482,42.27879217,505.7806195,41,126,1,0,0,0,0,0,1
10,1726,3966.716627,141.5942346,27,190,1,0,0,0,0,0,22
22,3033,3280.181215,979.1379682,5,178,0,0,1,0,0,0,34
135,3027,2220.487225,621.985766,10,65,0,0,0,1,0,0,14
94,59,143.3437556,513.4026914,34,106,1,0,0,0,0,0,44
130,3694,1388.438442,810.8303688,26,70,1,0,0,0,0,0,43
59,1255,3979.640604,923.977213,35,141,1,0,0,0,0,0,23
113,2277,3658.657474,533.4196922,16,87,0,0,0,0,0,0,36
147,1137,1690.85767,53.16647319,4,53,0,0,1,0,0,0,7
139,2579,1722.376697,186.2917566,16,61,0,0,0,0,0,0,17
74,2706,2896.436337,827.1679509,34,126,1,0,0,0,0,0,42
67,1387,5007.170021,716.2385352,43,133,1,0,0,0,0,0,12
102,2247,5774.537465,774.1042932,1,98,0,0,0,0,1,0,8
145,3671,2837.63896,71.35664468,1,55,0,0,0,0,1,0,10
102,2370,1089.639467,601.7554165,9,98,0,0,0,1,0,0,30
123,3457,4174.524732,1035.12241,5,77,0,0,1,0,0,0,1
69,717,6237.426469,48.07197077,25,131,1,0,0,0,0,0,44
124,620,1624.116659,213.158564,39,76,1,0,0,0,0,0,10
112,814,722.3209984,1026.445809,36,88,1,0,0,0,0,0,17
96,2999,686.28083,452.8146053,5,104,0,0,1,0,0,0,28
25,2522,1366.71867,22.05484846,32,175,1,0,0,0,0,0,4
65,382,5532.067437,1019.410457,27,135,1,0,0,0,0,0,6
76,2925,6317.523982,252.1286218,23,124,1,0,0,0,0,0,21
13,839,461.2912954,33.55122717,11,187,0,1,0,0,0,0,31
38,976,6535.768549,669.1653873,26,162,1,0,0,0,0,0,37
62,3382,5040.73868,990.1405365,19,138,0,0,0,0,0,0,14
90,1895,4058.362895,506.6232488,11,110,0,1,0,0,0,0,21
11,1689,3235.670135,950.8980714,27,189,1,0,0,0,0,0,6
103,489,3090.51906,56.92806552,11,97,0,1,0,0,0,0,24
46,535,4715.993058,956.5476133,19,154,0,0,0,0,0,0,31
148,2403,3733.819351,380.1551136,38,52,1,0,0,0,0,0,28
147,3130,594.9802658,503.8171797,2,53,0,0,0,0,1,0,31
32,451,3098.449338,621.8126937,17,168,0,0,0,0,0,0,7
3,1907,4113.511093,52.88534722,40,197,1,0,0,0,0,0,38
88,2426,6194.465481,276.0917762,43,112,1,0,0,0,0,0,31
113,3720,2945.820874,110.1524782,16,87,0,0,0,0,0,0,37
24,2943,4052.786131,990.2525481,37,176,1,0,0,0,0,0,2
141,37,3031.86052,107.1552833,28,59,1,0,0,0,0,0,14
77,2255,1210.8744,36.33414577,38,123,1,0,0,0,0,0,15
116,30,4037.507565,941.6707572,10,84,0,0,0,1,0,0,30
124,1349,4505.954696,47.0848672,21,76,1,0,0,0,0,0,27
20,844,4577.906032,728.0694483,6,180,0,0,0,0,0,1,1
9,205,163.9527145,268.6292081,21,191,1,0,0,0,0,0,35
12,2107,1915.503249,1059.413724,30,188,1,0,0,0,0,0,40
97,1620,4586.060272,576.5496158,39,103,1,0,0,0,0,0,43
109,2349,6011.906732,218.8567991,4,91,0,0,1,0,0,0,11
28,387,6006.878225,999.3455457,27,172,1,0,0,0,0,0,24
52,2780,2132.869065,894.1590011,11,148,0,1,0,0,0,0,13
108,3093,4032.856098,943.1060041,34,92,1,0,0,0,0,0,3
106,55,2276.128311,823.6205858,21,94,1,0,0,0,0,0,12
63,1347,182.68097,8.674982599,29,137,1,0,0,0,0,0,23
151,937,491.8195443,739.5137749,3,49,0,0,0,0,1,0,9
82,1075,5110.963432,92.18546848,8,118,0,0,0,0,0,1,14
149,374,1719.086638,845.4368054,12,51,0,1,0,0,0,0,29
135,2228,3174.129616,125.898948,6,65,0,0,0,0,0,1,7
120,384,230.0721151,1076.532876,8,80,0,0,0,0,0,1,17
88,283,3831.811,999.2950953,9,112,0,0,0,1,0,0,5
73,725,2993.287475,157.6631678,23,127,1,0,0,0,0,0,11
49,732,4546.209638,1033.474654,25,151,1,0,0,0,0,0,19
37,3638,1403.499821,644.6150216,19,163,0,0,0,0,0,0,14
129,3642,3335.358281,1028.067151,17,71,0,0,0,0,0,0,37
11,1003,1986.839914,1023.47463,14,189,0,1,0,0,0,0,25
78,3402,1881.709425,518.9660158,41,122,1,0,0,0,0,0,40
48,75,5818.465131,240.1628214,44,152,1,0,0,0,0,0,20
119,3634,1359.258463,887.0988841,26,81,1,0,0,0,0,0,29
90,2157,1886.790733,36.69179763,24,110,1,0,0,0,0,0,12
34,904,4394.412914,322.3256177,13,166,0,1,0,0,0,0,15
10,2778,6494.691061,404.6229832,19,190,0,0,0,0,0,0,32
6,1811,5060.666066,103.0766154,21,194,1,0,0,0,0,0,12
100,3096,5079.169811,864.7497624,4,100,0,0,1,0,0,0,16
97,714,5447.767719,263.2020754,11,103,0,1,0,0,0,0,39
95,1055,1761.0404,232.2462947,27,105,1,0,0,0,0,0,26
44,30,1535.755179,972.3172869,36,156,1,0,0,0,0,0,39
4,2150,4942.405322,539.3627262,33,196,1,0,0,0,0,0,16
18,2664,2446.910254,232.3264875,23,182,1,0,0,0,0,0,33
79,637,457.9625868,671.4472271,4,121,0,0,1,0,0,0,13
49,1984,5916.056857,101.3077897,13,151,0,1,0,0,0,0,38
42,2879,4956.940018,723.5606025,44,158,1,0,0,0,0,0,35
43,2322,4910.093571,760.0228424,41,157,1,0,0,0,0,0,37
99,2413,627.6580523,384.671109,40,101,1,0,0,0,0,0,7
34,2410,6049.888655,204.6636229,32,166,1,0,0,0,0,0,28
